frame_index,track_id,class_name,bbox0,bbox1,bbox2,bbox3
24,27,car,445,346,473,365
24,28,car,615,353,666,391
24,29,car,0,367,54,425
24,33,car,283,345,340,380
24,34,car,955,352,1050,433
25,12,car,536,352,564,375
25,16,car,1164,379,1229,419
25,19,car,1045,380,1141,417
25,23,car,519,351,549,373
25,25,car,370,345,391,356
25,28,car,616,353,666,389
25,29,car,1,368,54,423
25,33,car,283,345,340,380
25,34,car,931,354,1024,432
26,12,car,534,352,562,375
26,16,car,1164,379,1228,418
26,19,car,1040,379,1142,418
26,23,car,519,352,549,373
26,28,car,616,353,666,389
26,29,car,1,368,54,424
26,33,car,283,345,339,381
26,34,car,922,357,1013,430
26,38,car,556,353,616,389
26,39,truck,614,352,662,388
26,40,car,928,357,1035,434
26,41,car,345,345,363,356
27,12,car,533,352,562,375
27,16,car,1164,379,1227,418
27,19,car,1039,379,1140,417
27,23,car,520,352,549,372
27,28,car,617,353,666,389
27,29,car,1,368,54,424
27,33,car,283,345,340,382
27,34,car,900,357,987,426
27,38,car,551,353,608,388
27,39,truck,614,352,661,388
27,40,car,923,356,1031,433
27,41,car,344,345,363,356
28,16,car,1165,379,1226,418
28,19,car,1037,379,1140,418
28,23,car,520,352,548,373
28,28,car,617,353,665,389
28,29,car,1,368,53,425
28,33,car,282,345,340,382
28,38,car,548,353,605,388
28,39,truck,614,353,661,388
28,40,car,920,356,1028,433
28,41,car,346,346,363,356
29,16,car,1166,381,1230,422
29,19,car,1034,381,1144,422
29,21,car,571,356,601,381
29,23,car,520,353,549,374
29,28,car,615,355,661,388
29,29,car,1,369,52,425
29,33,car,282,346,340,384
29,38,car,531,353,585,386
29,39,truck,615,355,659,388
29,40,car,916,356,1024,434
29,41,car,346,348,363,358
30,12,car,531,354,567,383
30,16,car,1166,382,1230,423
30,19,car,1034,381,1146,423
30,21,car,572,357,601,381
30,28,car,614,355,660,388
30,29,car,0,369,53,425
30,33,car,282,346,340,384
30,38,car,525,353,577,385
30,39,truck,615,356,658,388
30,40,car,927,362,1019,428
30,41,car,345,349,364,359
31,12,car,529,354,565,383
31,16,car,1167,382,1230,424
31,19,car,1034,382,1146,423
31,21,car,570,357,599,381
31,28,car,614,356,660,388
31,29,car,0,369,52,426
31,33,car,283,347,340,385
31,38,car,518,352,571,384
31,39,truck,614,356,658,388
31,40,car,931,363,1020,427
31,41,car,345,348,365,360
32,12,car,527,355,564,384
32,16,car,1168,383,1229,423
32,19,car,1033,382,1145,423
32,21,car,570,357,599,381
32,28,car,614,356,660,388
32,29,car,0,369,52,426
32,33,car,283,347,340,385
32,38,car,516,352,568,385
32,39,truck,614,356,659,387
32,40,car,941,365,1028,426
32,41,car,346,349,365,360
33,12,car,527,355,564,385
33,16,car,1168,383,1228,423
33,19,car,1034,383,1145,424
33,21,car,569,358,598,382
33,23,car,516,354,553,381
33,28,car,614,356,659,388
33,29,car,0,369,52,426
33,30,car,818,365,893,403
33,38,car,510,352,562,384
33,39,truck,614,356,659,387
33,40,car,945,367,1031,426
33,41,car,346,349,365,360
34,16,car,1166,385,1227,426
34,19,car,1033,383,1145,424
34,21,car,563,360,594,386
34,23,car,516,354,554,382
34,27,car,417,354,438,369
34,28,car,613,360,660,391
34,29,car,1,377,50,429
34,30,car,818,365,893,404
34,38,car,503,356,548,384
34,39,truck,614,359,660,391
34,40,car,975,372,1061,430
34,41,car,347,351,367,362
35,16,car,1165,387,1226,427
35,21,car,562,361,593,387
35,27,car,414,355,435,369
35,28,car,612,362,661,394
35,29,car,2,378,50,430
35,33,car,283,350,342,390
35,38,car,502,357,544,383
35,39,truck,614,360,659,391
35,40,car,986,375,1072,432
35,41,car,347,351,367,362
36,16,car,1166,389,1225,428
36,21,car,562,363,592,388
36,28,car,611,363,662,397
36,33,car,283,351,343,391
36,38,car,501,360,541,386
36,40,car,994,377,1078,432
36,46,car,993,376,1109,435
37,9,car,506,364,536,387
37,16,car,1167,390,1224,429
37,21,car,562,364,592,389
37,28,car,612,364,663,398
37,29,car,2,382,50,434
37,38,car,492,361,533,388
37,46,car,1000,380,1107,434
38,9,car,507,364,537,387
38,16,car,1167,391,1225,429
38,21,car,563,365,592,390
38,28,car,611,364,663,399
38,29,car,2,384,50,435
38,38,car,490,361,530,388
38,41,car,348,357,367,368
38,46,car,1001,381,1106,434
38,48,car,539,366,569,387
38,49,car,416,358,438,373
39,9,car,508,365,538,388
39,16,car,1167,392,1225,430
39,21,car,563,366,592,390
39,27,car,397,358,415,370
39,28,car,611,364,663,399
39,38,car,484,362,521,388
39,41,car,346,357,368,369
39,46,car,1006,382,1108,433
39,48,car,536,365,567,387
39,49,car,416,359,438,373
39,51,car,1037,383,1186,438
40,21,car,563,366,592,390
40,27,car,394,359,411,371
40,28,car,611,364,663,400
40,33,car,286,358,338,393
40,38,car,481,363,515,387
40,41,car,346,357,368,370
40,48,car,536,365,567,387
40,51,car,1065,384,1212,438
41,21,car,563,366,591,390
41,28,car,611,365,663,399
41,30,car,820,377,889,412
41,33,car,286,359,337,393
41,38,car,481,364,514,387
41,41,car,346,358,368,370
41,48,car,536,365,566,387
41,51,car,1080,385,1219,436
41,53,car,971,379,1056,417
42,21,car,562,366,591,390
42,25,car,370,358,388,369
42,28,car,611,364,663,400
42,29,car,1,382,51,435
42,30,car,820,378,889,413
42,33,car,286,359,337,393
42,38,car,481,364,511,386
42,41,car,348,358,367,369
42,48,car,537,365,568,387
42,51,car,1085,386,1222,436
42,53,car,973,380,1056,416
43,21,car,562,366,591,390
43,23,car,521,365,545,383
43,25,car,369,359,387,369
43,28,car,611,365,663,400
43,29,car,1,383,51,435
43,30,car,818,377,890,413
43,33,car,286,360,336,393
43,34,car,484,363,512,385
43,38,car,478,365,506,386
43,41,car,349,358,369,370
43,48,car,536,365,567,387
43,51,car,1098,386,1231,436
43,53,car,972,379,1055,415
43,54,car,396,359,414,370
44,19,car,1037,391,1141,429
44,21,car,562,366,591,390
44,23,car,521,366,544,384
44,25,car,365,358,386,369
44,28,car,611,364,663,399
44,29,car,1,383,51,435
44,30,car,818,378,890,414
44,33,car,288,360,337,392
44,34,car,459,364,482,383
44,41,car,349,359,370,370
44,48,car,537,365,567,387
44,51,car,1113,387,1245,436
44,53,car,974,379,1056,415
44,54,car,395,359,413,370
45,16,car,1165,390,1223,429
45,19,car,1035,391,1144,430
45,21,car,562,366,591,390
45,25,car,365,359,386,370
45,28,car,611,364,663,400
45,29,car,1,383,51,435
45,33,car,288,360,337,392
45,38,car,467,361,495,381
45,48,car,537,365,567,387
45,53,car,973,379,1055,415
46,16,car,1165,390,1223,429
46,19,car,1036,391,1144,430
46,21,car,562,366,590,390
46,25,car,363,358,385,370
46,28,car,611,365,663,399
46,38,car,465,361,492,380
46,48,car,536,365,566,387
46,53,car,973,380,1056,416
47,16,car,1165,390,1223,429
47,19,car,1035,391,1144,430
47,21,car,561,366,590,390
47,25,car,362,358,386,371
47,28,car,611,365,662,399
47,38,car,464,361,491,379
47,48,car,537,366,567,387
47,53,car,973,380,1056,416
48,16,car,1166,391,1224,429
48,19,car,1035,391,1145,430
48,21,car,562,366,591,390
48,25,car,361,358,386,371
48,28,car,611,365,663,399
48,29,car,2,384,51,435
48,30,car,820,379,889,413
48,38,car,464,361,491,380
48,48,car,537,366,566,387
48,53,car,973,380,1055,416
49,16,car,1166,391,1224,429
49,19,car,1033,391,1146,431
49,21,car,562,366,591,390
49,25,car,364,358,389,372
49,28,car,611,365,663,399
49,29,car,2,384,51,435
49,30,car,821,379,889,413
49,38,car,460,360,488,379
49,48,car,536,366,565,387
49,53,car,973,380,1055,415
50,16,car,1166,391,1225,429
50,19,car,1033,391,1147,431
50,21,car,562,366,591,390
50,25,car,365,358,390,372
50,28,car,611,365,663,399
50,38,car,459,361,485,379
50,48,car,535,365,566,387
50,53,car,973,380,1055,415
51,16,car,1166,391,1224,429
51,19,car,1032,391,1147,431
51,21,car,562,366,592,390
51,25,car,366,358,392,372
51,28,car,611,365,663,399
51,38,car,456,361,482,379
51,48,car,535,365,565,387
51,53,car,973,380,1056,415
52,16,car,1165,391,1224,429
52,19,car,1034,391,1145,430
52,21,car,561,366,592,391
52,25,car,366,358,392,373
52,28,car,611,365,663,399
52,29,car,1,383,51,436
52,48,car,536,365,566,387
52,53,car,973,380,1056,415
52,57,car,449,362,475,376
53,16,car,1166,391,1225,429
53,19,car,1032,391,1148,431
53,21,car,562,366,592,391
53,25,car,366,358,393,373
53,28,car,611,365,663,399
53,29,car,1,383,52,435
53,30,car,820,379,890,413
53,48,car,536,365,566,387
53,53,car,972,380,1055,415
53,57,car,448,362,476,377
54,16,car,1166,391,1225,429
54,19,car,1032,391,1146,430
54,21,car,561,365,592,390
54,25,car,371,358,397,373
54,28,car,610,364,664,400
54,29,car,1,383,51,435
54,30,car,820,379,889,413
54,33,car,287,360,336,392
54,38,car,445,361,468,377
54,48,car,536,365,568,387
54,53,car,973,380,1056,415
54,57,car,448,362,477,378
54,58,car,144,354,258,412
55,16,car,1166,391,1225,429
55,19,car,1033,391,1144,430
55,21,car,561,365,592,390
55,25,car,373,358,399,373
55,28,car,610,364,664,399
55,29,car,1,383,51,435
55,33,car,287,359,337,392
55,38,car,441,361,464,376
55,48,car,537,365,567,387
55,49,car,443,361,467,376
55,53,car,972,379,1057,415
55,58,car,151,355,264,411
56,16,car,1166,391,1225,429
56,19,car,1033,391,1145,430
56,21,car,562,365,591,390
56,25,car,373,358,400,373
56,28,car,610,364,664,399
56,29,car,1,383,51,435
56,33,car,287,358,338,392
56,48,car,536,365,567,387
56,49,car,444,361,468,376
56,53,car,972,379,1056,415
56,54,car,392,359,412,372
56,58,car,153,355,268,411
57,16,car,1165,391,1224,429
57,19,car,1032,391,1145,430
57,21,car,561,365,591,390
57,25,car,375,358,401,373
57,28,car,610,364,663,399
57,29,car,1,382,52,435
57,33,car,287,358,338,392
57,48,car,536,365,566,387
57,49,car,444,361,467,375
57,53,car,972,379,1057,415
57,54,car,390,359,411,372
57,58,car,154,355,276,412
58,16,car,1166,391,1226,429
58,19,car,1033,391,1147,430
58,21,car,561,366,591,390
58,25,car,375,359,400,374
58,28,car,610,364,664,399
58,29,car,1,383,52,435
58,30,car,819,378,891,413
58,33,car,287,358,338,392
58,48,car,536,365,566,387
58,49,car,443,361,468,376
58,53,car,972,379,1057,415
58,54,car,388,359,411,374
58,58,car,158,356,281,412
59,16,car,1165,391,1225,429
59,19,car,1034,391,1146,430
59,21,car,562,366,592,390
59,25,car,376,359,401,374
59,28,car,610,364,664,399
59,29,car,1,382,52,435
59,30,car,819,378,891,413
59,48,car,536,365,566,386
59,49,car,441,360,466,376
59,53,car,972,379,1057,415
59,54,car,389,358,415,374
59,58,car,163,357,286,412
60,16,car,1165,391,1225,430
60,19,car,1033,391,1146,430
60,21,car,561,364,592,390
60,28,car,610,364,664,399
60,29,car,0,382,52,435
60,46,car,1152,391,1227,429
60,48,car,537,365,567,386
60,49,car,439,360,465,376
60,53,car,972,379,1057,415
60,54,car,390,358,417,375
61,19,car,1032,391,1146,430
61,21,car,561,364,592,390
61,28,car,610,364,664,399
61,29,car,1,382,52,435
61,46,car,1155,391,1230,428
61,48,car,536,365,566,386
61,49,car,438,360,464,376
61,53,car,972,379,1056,415
61,54,car,391,358,419,375
61,59,car,221,352,398,417
62,16,car,1164,390,1225,429
62,19,car,1032,391,1146,430
62,21,car,562,364,592,390
62,28,car,610,364,664,399
62,29,car,0,382,52,435
62,46,car,1162,391,1235,428
62,48,car,535,364,566,386
62,49,car,438,360,463,375
62,53,car,973,379,1056,415
62,54,car,392,357,421,375
62,59,car,226,351,405,418
63,16,car,1164,390,1226,429
63,19,car,1032,391,1147,430
63,21,car,562,364,592,390
63,28,car,611,364,664,399
63,29,car,0,382,52,435
63,48,car,536,364,566,387
63,49,car,437,360,463,375
63,53,car,972,379,1056,415
63,54,car,393,357,423,375
63,59,car,231,354,413,421
64,16,car,1165,390,1225,429
64,19,car,1031,391,1148,430
64,21,car,561,364,592,390
64,28,car,611,364,664,399
64,29,car,1,382,51,435
64,33,car,287,358,338,392
64,48,car,537,364,567,387
64,49,car,437,359,463,375
64,53,car,973,380,1056,415
64,54,car,393,357,424,376
64,59,car,286,354,475,424
65,16,car,1165,390,1224,429
65,19,car,1031,391,1147,430
65,21,car,561,364,592,390
65,23,car,520,363,545,381
65,28,car,611,364,664,399
65,29,car,0,382,51,435
65,33,car,287,358,337,391
65,48,car,537,364,567,387
65,53,car,973,380,1057,415
65,59,car,310,354,501,425
66,16,car,1165,390,1224,429
66,19,car,1031,391,1146,430
66,21,car,561,364,592,390
66,23,car,521,362,544,380
66,28,car,611,363,664,399
66,29,car,0,382,52,435
66,33,car,286,359,337,391
66,48,car,537,364,567,387
66,53,car,972,380,1056,415
66,59,car,326,354,515,425
67,16,car,1165,391,1224,429
67,19,car,1031,391,1146,430
67,21,car,561,364,592,390
67,23,car,520,362,544,380
67,28,car,611,363,664,399
67,29,car,1,382,52,434
67,33,car,284,358,337,391
67,48,car,538,364,568,387
67,53,car,973,380,1057,415
67,59,car,340,352,527,422
68,16,car,1166,390,1226,428
68,19,car,1032,391,1147,430
68,21,car,561,364,592,390
68,23,car,520,362,544,379
68,28,car,610,363,664,399
68,29,car,0,382,52,435
68,33,car,284,358,337,391
68,48,car,537,364,566,386
68,53,car,972,379,1057,415
68,59,car,350,352,533,420
69,16,car,1166,389,1227,428
69,19,car,1032,391,1146,430
69,21,car,562,364,594,390
69,28,car,611,363,664,399
69,29,car,1,382,52,435
69,33,car,285,358,338,391
69,48,car,537,363,566,386
69,53,car,972,379,1057,415
69,59,car,394,352,591,426
70,16,car,1166,389,1227,428
70,19,car,1032,391,1146,430
70,21,car,565,363,595,389
70,28,car,612,364,663,398
70,29,car,1,382,52,435
70,33,car,285,358,338,392
70,49,car,428,354,465,376
70,53,car,971,379,1056,415
70,59,car,415,352,616,429
71,16,car,1165,389,1227,428
71,19,car,1033,391,1146,429
71,21,car,565,363,596,389
71,28,car,611,364,663,398
71,29,car,1,382,51,435
71,30,car,818,377,891,411
71,33,car,285,358,338,392
71,49,car,427,354,465,378
71,53,car,971,378,1055,415
71,59,car,430,353,632,432
71,60,car,420,356,449,377
72,16,car,1166,389,1227,428
72,19,car,1035,391,1145,428
72,28,car,611,363,664,398
72,29,car,1,383,51,435
72,30,car,818,376,891,410
72,33,car,285,358,337,392
72,49,car,429,354,468,378
72,53,car,972,378,1054,414
72,59,car,439,353,641,433
72,60,car,420,355,450,378
73,16,car,1165,388,1226,428
73,19,car,1034,391,1144,428
73,28,car,611,363,664,398
73,29,car,1,383,51,434
73,30,car,817,376,890,410
73,33,car,285,358,337,392
73,49,car,431,355,469,379
73,53,car,972,378,1054,414
73,59,car,448,353,650,435
74,16,car,1166,389,1226,428
74,19,car,1033,391,1146,429
74,28,car,611,363,664,398
74,29,car,1,383,51,434
74,30,car,817,376,890,410
74,33,car,286,359,338,392
74,49,car,431,355,470,379
74,53,car,971,378,1055,415
74,59,car,483,350,711,444
75,16,car,1166,389,1227,428
75,19,car,1033,391,1147,429
75,29,car,1,383,51,434
75,33,car,286,358,339,392
75,53,car,971,378,1056,415
75,59,car,503,348,741,449
75,61,car,422,360,436,373
76,16,car,1166,389,1227,428
76,19,car,1035,391,1146,428
76,29,car,1,383,51,434
76,33,car,286,358,339,392
76,53,car,971,378,1055,415
76,54,car,417,359,440,374
76,59,car,515,348,762,454
76,61,car,423,360,436,373
76,62,car,451,354,493,389
77,16,car,1166,388,1227,428
77,19,car,1035,391,1146,428
77,29,car,1,383,52,434
77,33,car,285,358,339,392
77,53,car,972,378,1055,415
77,54,car,417,359,441,374
77,59,car,517,341,789,462
77,62,car,451,354,494,389
78,16,car,1166,388,1227,428
78,19,car,1034,391,1146,428
78,25,car,399,360,418,371
78,29,car,1,383,52,435
78,33,car,286,358,338,392
78,48,car,537,363,566,385
78,53,car,972,378,1055,415
78,54,car,417,360,440,374
78,58,car,370,359,388,367
78,59,car,526,339,804,465
78,62,car,454,354,497,389
79,16,car,1166,388,1227,428
79,19,car,1034,391,1146,428
79,21,car,564,365,592,389
79,25,car,402,360,420,370
79,28,car,611,364,661,397
79,29,car,1,383,52,435
79,33,car,286,358,338,392
79,48,car,537,364,566,386
79,53,car,972,378,1055,414
79,54,car,416,360,436,372
79,58,car,380,359,393,365
79,59,car,602,342,911,482
79,60,car,444,359,463,374
79,62,car,469,356,511,391
80,21,car,564,366,592,389
80,25,car,403,360,421,370
80,28,car,612,364,663,398
80,29,car,1,383,52,435
80,48,car,538,364,566,386
80,54,car,415,359,435,372
80,59,car,641,343,969,492
80,60,car,444,359,464,374
80,62,car,474,357,517,392
81,16,car,1165,388,1227,429
81,21,car,565,366,592,390
81,25,car,403,360,422,370
81,28,car,612,365,663,398
81,29,car,1,383,52,435
81,48,car,538,364,566,386
81,54,car,415,359,435,371
81,59,car,669,343,1017,500
81,60,car,446,359,465,373
81,61,car,417,359,432,372
81,62,car,476,357,520,393
81,64,truck,891,329,1172,464
82,16,car,1166,388,1227,429
82,21,car,564,366,592,390
82,25,car,403,360,421,370
82,28,car,612,365,663,398
82,29,car,1,383,52,435
82,33,car,286,358,338,392
82,48,car,538,365,567,387
82,54,car,415,359,435,371
82,59,car,697,345,1051,503
82,60,car,446,359,465,373
82,61,car,417,358,431,372
82,62,car,479,357,523,394
82,64,truck,872,325,1154,461
82,67,car,611,365,665,399
83,16,car,1166,388,1227,430
83,21,car,565,366,592,390
83,25,car,402,360,420,370
83,28,car,613,364,666,399
83,29,car,0,383,52,435
83,33,car,286,358,339,392
83,38,car,330,358,345,367
83,48,car,537,365,566,387
83,54,car,416,359,434,371
83,59,car,705,340,1092,513
83,60,car,447,359,465,372
83,62,car,479,357,524,394
83,67,car,611,365,664,399
83,68,person,153,338,171,375
84,16,car,1166,388,1227,430
84,21,car,562,365,591,390
84,25,car,402,359,422,371
84,28,car,614,364,668,400
84,29,car,0,383,52,435
84,33,car,286,358,339,392
84,38,car,326,357,341,367
84,48,car,537,365,566,387
84,49,car,444,358,466,372
84,54,car,416,359,434,371
84,59,car,726,339,1125,518
84,60,car,449,360,466,372
84,62,car,486,356,536,396
84,67,car,611,365,664,399
84,68,person,151,335,171,378
84,70,truck,490,354,536,397
85,21,car,560,365,591,390
85,25,car,402,359,422,371
85,28,car,613,364,665,399
85,29,car,0,383,52,435
85,30,car,816,376,893,411
85,33,car,286,358,338,392
85,49,car,442,358,463,372
85,62,car,488,355,542,398
85,67,car,611,365,664,399
85,68,person,151,335,171,378
85,70,truck,494,355,542,399
86,21,car,558,364,591,391
86,25,car,401,358,422,371
86,28,car,613,364,663,398
86,29,car,1,383,51,435
86,30,car,816,375,893,411
86,33,car,286,358,339,392
86,49,car,442,359,463,371
86,53,car,973,378,1056,414
86,62,car,488,355,544,399
86,67,car,611,365,663,398
86,68,person,149,336,168,377
86,70,truck,495,355,544,401
86,73,car,677,369,775,417
86,74,car,979,305,1335,547
86,75,person,181,341,199,392
87,21,car,558,364,591,391
87,25,car,401,358,421,372
87,28,car,612,364,663,398
87,29,car,1,383,51,435
87,33,car,286,358,339,392
87,49,car,442,359,462,371
87,53,car,972,378,1056,415
87,62,car,490,356,547,401
87,67,car,612,365,663,397
87,68,person,149,336,168,377
87,70,truck,495,355,545,402
87,73,car,674,371,766,416
87,74,car,1026,315,1354,541
87,75,person,182,342,200,392
88,19,car,1035,391,1146,428
88,21,car,558,363,592,391
88,25,car,400,358,421,372
88,28,car,612,365,662,398
88,29,car,0,383,52,435
88,33,car,286,358,338,392
88,49,car,442,358,463,371
88,53,car,972,378,1055,415
88,62,car,492,356,549,401
88,67,car,611,365,663,397
88,68,person,147,335,167,377
88,70,truck,495,356,545,402
88,73,car,657,371,747,414
88,74,car,1065,320,1376,540
88,75,person,183,338,200,389
89,16,car,1167,388,1228,429
89,19,car,1034,391,1146,428
89,21,car,560,363,594,391
89,25,car,400,358,421,372
89,28,car,597,361,661,402
89,29,car,0,383,52,435
89,33,car,286,358,338,391
89,49,car,441,358,462,371
89,53,car,972,378,1055,415
89,62,car,500,356,557,401
89,67,car,597,359,664,402
89,68,person,148,336,167,376
89,70,truck,498,356,549,403
89,73,car,649,372,735,413
89,74,car,1092,323,1397,540
89,75,person,185,342,201,390
90,16,car,1167,388,1227,429
90,19,car,1034,391,1147,428
90,21,car,560,363,595,391
90,25,car,400,358,420,371
90,28,car,595,360,660,403
90,33,car,285,357,338,391
90,49,car,441,358,461,371
90,53,car,972,378,1055,415
90,62,car,502,355,562,402
90,67,car,592,358,661,403
90,68,person,148,336,167,376
90,70,truck,505,355,557,402
90,75,person,185,343,202,390
91,16,car,1167,388,1227,428
91,19,car,1034,391,1147,428
91,21,car,560,362,595,391
91,25,car,401,358,420,371
91,33,car,286,357,338,391
91,49,car,440,358,461,371
91,53,car,972,378,1055,414
91,62,car,504,355,564,402
91,67,car,580,359,647,403
91,68,person,148,336,167,376
91,70,truck,508,355,562,402
91,75,person,186,344,203,390
91,77,car,345,357,364,367
92,16,car,1167,388,1227,428
92,19,car,1034,391,1146,429
92,25,car,400,358,419,371
92,33,car,285,357,338,391
92,49,car,440,359,461,371
92,53,car,971,378,1055,415
92,62,car,505,355,566,402
92,67,car,572,360,637,403
92,68,person,148,336,168,376
92,70,truck,514,355,568,403
92,77,car,345,357,364,367
93,16,car,1167,388,1227,428
93,19,car,1034,391,1147,429
93,25,car,400,358,419,370
93,33,car,284,357,338,392
93,49,car,441,359,461,371
93,53,car,971,378,1055,415
93,62,car,506,356,568,402
93,67,car,567,361,630,402
93,68,person,149,336,167,375
93,70,truck,515,355,571,404
93,77,car,345,357,364,367
93,78,car,623,364,663,399
94,16,car,1167,388,1227,428
94,19,car,1035,391,1146,428
94,25,car,400,358,419,370
94,28,car,608,362,664,398
94,33,car,284,357,338,392
94,49,car,441,359,461,371
94,53,car,972,378,1055,415
94,62,car,512,355,576,403
94,67,car,563,360,627,402
94,68,person,148,337,164,367
94,70,truck,517,355,574,404
94,77,car,345,358,364,367
94,78,car,621,363,663,400
95,16,car,1167,388,1226,428
95,19,car,1034,391,1146,428
95,25,car,400,358,419,370
95,28,car,610,362,664,398
95,33,car,284,357,338,392
95,53,car,972,378,1055,415
95,62,car,515,355,579,403
95,68,person,150,338,164,363
95,70,truck,517,355,575,405
95,77,car,346,359,363,367
95,78,car,620,363,661,399
96,16,car,1167,388,1226,428
96,19,car,1034,391,1147,428
96,25,car,400,358,420,370
96,28,car,611,362,664,398
96,29,car,0,383,52,435
96,33,car,285,357,337,392
