frame_index,track_id,class_name,bbox0,bbox1,bbox2,bbox3
60,163,truck,480,282,530,318
61,142,car,260,281,315,319
61,146,car,1012,317,1130,357
61,149,car,1153,316,1215,356
61,150,truck,595,288,643,325
61,159,car,321,281,339,292
61,160,car,393,284,424,299
61,163,truck,476,282,526,319
62,142,car,259,281,314,319
62,146,car,1012,317,1130,357
62,149,car,1156,316,1216,355
62,150,truck,594,288,642,325
62,159,car,321,280,341,292
62,160,car,393,284,423,299
62,163,truck,475,280,525,318
63,142,car,260,282,314,319
63,146,car,1012,317,1130,357
63,149,car,1158,316,1216,355
63,150,truck,595,289,642,325
63,159,car,321,280,342,291
63,160,car,393,284,424,299
63,163,truck,473,280,523,318
64,142,car,260,282,314,319
64,146,car,1013,317,1130,357
64,149,car,1158,316,1216,356
64,150,truck,595,289,642,325
64,160,car,393,284,423,299
65,142,car,260,282,314,320
65,146,car,1013,317,1129,357
65,149,car,1159,317,1216,356
65,150,truck,595,289,642,325
65,160,car,393,284,423,299
65,166,car,539,293,568,319
65,167,car,511,291,541,313
66,142,car,260,282,314,320
66,146,car,1013,318,1130,357
66,149,car,1159,317,1215,357
66,150,truck,595,290,643,326
66,166,car,539,293,568,319
66,167,car,511,290,542,312
67,142,car,260,282,314,320
67,146,car,1013,318,1130,358
67,149,car,1160,317,1215,357
67,150,truck,595,290,643,326
67,160,car,392,284,422,299
67,166,car,539,293,568,319
67,167,car,512,290,542,312
68,133,truck,296,279,325,292
68,142,car,261,283,314,320
68,146,car,1013,318,1130,358
68,149,car,1160,317,1215,358
68,150,truck,594,290,643,326
68,160,car,393,284,423,299
68,166,car,537,292,568,319
68,167,car,512,290,541,312
69,133,truck,276,275,296,284
69,142,car,261,283,314,319
69,146,car,1012,318,1130,358
69,149,car,1160,317,1214,357
69,150,truck,593,290,642,327
69,160,car,393,285,422,300
69,166,car,537,291,568,320
69,167,car,512,290,541,312
70,142,car,261,283,314,320
70,146,car,1013,319,1129,358
70,149,car,1160,317,1214,357
70,150,truck,593,290,642,326
70,160,car,393,285,423,300
70,167,car,512,291,541,312
71,142,car,260,282,314,320
71,146,car,1013,318,1130,358
71,149,car,1160,317,1214,357
71,150,truck,593,290,642,327
71,160,car,393,285,423,300
71,167,car,512,291,542,312
72,142,car,259,282,314,320
72,146,car,1013,318,1131,358
72,149,car,1161,317,1213,357
72,150,truck,593,290,642,326
72,160,car,393,284,423,299
72,163,truck,439,284,467,306
72,167,car,513,291,542,312
73,142,car,261,283,314,319
73,146,car,1012,318,1130,358
73,149,car,1160,317,1213,357
73,150,truck,593,290,642,326
73,160,car,393,284,422,299
73,163,truck,435,285,462,305
73,166,car,539,292,568,319
73,167,car,512,291,542,312
73,174,car,775,300,864,329
74,142,car,261,282,314,319
74,146,car,1013,318,1129,358
74,149,car,1160,317,1212,357
74,150,truck,593,290,643,326
74,160,car,392,284,421,299
74,166,car,539,292,568,319
74,167,car,512,291,541,312
74,174,car,774,299,865,329
74,176,car,303,279,322,290
75,142,car,261,282,313,319
75,146,car,1013,318,1130,358
75,149,car,1160,317,1212,357
75,150,truck,593,290,643,326
75,160,car,393,284,421,299
75,166,car,538,292,568,319
75,167,car,513,291,541,312
75,174,car,774,299,864,329
75,176,car,303,279,322,290
76,142,car,260,282,313,320
76,146,car,1014,319,1129,358
76,149,car,1160,317,1212,358
76,150,truck,594,290,643,326
76,160,car,393,285,421,299
76,166,car,538,292,568,319
76,167,car,512,291,541,312
76,174,car,773,299,864,329
76,176,car,302,279,323,290
76,177,car,336,285,359,299
77,142,car,260,282,313,320
77,146,car,1012,319,1129,358
77,149,car,1160,317,1212,358
77,150,truck,593,290,644,327
77,160,car,393,285,419,299
77,163,truck,421,286,445,302
77,166,car,538,293,568,318
77,167,car,512,292,541,312
77,174,car,773,299,864,330
77,176,car,303,279,323,290
77,177,car,337,285,360,298
78,142,car,261,283,312,319
78,146,car,1012,318,1129,358
78,149,car,1151,319,1204,358
78,150,truck,593,291,642,327
78,160,car,392,285,419,299
78,163,truck,418,286,440,302
78,166,car,538,293,568,318
78,167,car,512,292,541,312
78,174,car,772,299,866,330
78,177,car,338,285,359,298
79,142,car,260,283,313,320
79,146,car,1012,319,1128,358
79,149,car,1147,319,1202,357
79,150,truck,594,291,642,326
79,160,car,392,285,423,300
79,174,car,773,299,867,331
80,142,car,260,283,313,320
80,146,car,1013,319,1128,358
80,149,car,1155,318,1209,358
80,150,truck,593,291,642,326
80,160,car,392,285,423,300
80,167,car,512,292,540,312
80,174,car,773,299,867,331
80,177,car,339,285,366,301
80,178,car,315,282,335,291
81,142,car,260,282,313,320
81,146,car,1013,319,1129,358
81,149,car,1148,319,1204,358
81,150,truck,593,291,642,326
81,167,car,512,292,540,312
81,174,car,772,299,867,331
81,177,car,339,285,367,302
81,178,car,315,281,336,291
82,142,car,261,283,313,320
82,146,car,1013,319,1129,358
82,149,car,1145,319,1203,357
82,150,truck,593,291,642,326
82,167,car,512,292,541,311
82,174,car,773,299,867,331
82,176,car,304,279,322,290
82,177,car,340,285,369,303
82,178,car,316,281,335,290
82,179,car,955,304,1039,342
83,142,car,260,283,313,320
83,146,car,1015,319,1127,358
83,149,car,1144,319,1202,357
83,150,truck,592,291,643,327
83,167,car,512,292,541,311
83,174,car,772,299,867,331
83,176,car,304,280,322,290
83,177,car,342,285,371,303
83,178,car,315,281,335,291
83,179,car,954,305,1036,341
84,142,car,260,283,313,320
84,146,car,1015,319,1127,358
84,149,car,1142,319,1203,357
84,150,truck,592,291,642,327
84,167,car,512,292,540,311
84,174,car,772,299,867,331
84,177,car,343,285,372,304
84,178,car,314,281,336,291
84,179,car,955,305,1036,341
85,142,car,260,283,313,320
85,146,car,1015,319,1127,357
85,149,car,1141,319,1203,357
85,150,truck,592,291,642,327
85,167,car,511,292,540,311
85,174,car,772,299,867,331
85,177,car,343,285,372,304
85,178,car,314,281,336,292
85,179,car,954,306,1036,341
86,142,car,260,283,312,320
86,146,car,1013,319,1127,357
86,149,car,1141,319,1204,357
86,150,truck,592,291,642,326
86,167,car,511,292,540,311
86,174,car,772,299,868,331
86,176,car,303,279,323,290
86,177,car,342,286,372,304
86,178,car,314,281,335,292
86,179,car,954,306,1036,341
87,142,car,260,282,312,320
87,146,car,1014,319,1126,357
87,149,car,1140,319,1204,357
87,150,truck,592,291,643,327
87,174,car,772,299,867,331
87,176,car,303,279,323,290
87,177,car,342,286,372,304
87,178,car,314,281,335,292
87,179,car,954,306,1037,342
88,142,car,260,282,313,320
88,146,car,1013,319,1128,358
88,149,car,1140,319,1205,357
88,150,truck,592,291,643,327
88,174,car,772,299,867,331
88,177,car,344,286,375,304
88,178,car,313,281,335,292
88,179,car,954,306,1038,342
89,142,car,261,283,313,320
89,146,car,1013,319,1128,358
89,149,car,1140,320,1206,357
89,150,truck,592,291,643,327
89,174,car,772,299,867,331
89,176,car,305,279,322,290
89,177,car,346,286,376,305
89,178,car,314,281,335,292
89,179,car,956,306,1039,342
90,142,car,261,283,313,320
90,146,car,1013,319,1128,358
90,149,car,1140,320,1207,357
90,150,truck,592,291,643,327
90,174,car,772,299,867,331
90,176,car,305,279,322,290
90,177,car,346,286,377,305
90,178,car,315,281,336,292
90,179,car,956,306,1039,342
91,142,car,261,283,314,320
91,146,car,1013,319,1128,358
91,149,car,1139,320,1207,357
91,150,truck,592,291,643,327
91,174,car,773,300,866,331
91,176,car,304,279,322,290
91,177,car,347,286,378,305
91,178,car,316,281,336,292
91,179,car,957,306,1039,342
92,142,car,260,282,313,320
92,146,car,1013,319,1128,358
92,149,car,1139,320,1207,357
92,150,truck,592,291,644,327
92,159,car,317,281,335,291
92,174,car,772,300,867,331
92,176,car,304,280,322,290
92,177,car,347,286,378,305
92,178,car,316,281,336,292
92,179,car,957,306,1040,342
93,142,car,260,282,314,320
93,146,car,1014,319,1128,358
93,149,car,1138,320,1207,357
93,150,truck,592,291,644,327
93,159,car,317,282,334,291
93,174,car,772,300,867,331
93,176,car,303,279,323,290
93,177,car,353,287,386,307
93,179,car,958,306,1039,342
94,142,car,259,282,313,320
94,146,car,1014,319,1129,358
94,149,car,1138,320,1208,357
94,150,truck,591,291,643,327
94,159,car,319,282,335,292
94,174,car,773,300,865,330
94,176,car,302,279,323,291
94,177,car,357,286,391,308
94,179,car,958,306,1040,342
95,142,car,259,281,313,321
95,146,car,1014,319,1128,358
95,149,car,1138,320,1208,357
95,150,truck,591,291,643,327
95,159,car,319,282,338,292
95,174,car,774,300,864,330
95,176,car,302,279,324,291
95,177,car,358,286,392,308
95,179,car,957,306,1039,343
96,142,car,259,281,313,321
96,146,car,1014,319,1128,358
96,149,car,1138,320,1208,357
96,150,truck,591,291,643,328
96,159,car,320,282,338,292
96,174,car,775,300,864,329
96,176,car,302,278,323,292
96,177,car,359,286,393,307
96,179,car,957,306,1041,343
97,142,car,259,281,313,321
97,146,car,1013,319,1129,358
97,149,car,1137,320,1208,357
97,150,truck,591,291,643,328
97,159,car,319,282,338,293
97,174,car,775,301,864,329
97,176,car,302,278,323,292
97,177,car,360,285,395,307
97,179,car,958,306,1041,344
98,142,car,259,281,313,321
98,146,car,1013,319,1128,358
98,149,car,1137,320,1208,357
98,150,truck,591,291,643,328
98,159,car,319,281,340,293
98,174,car,775,301,865,329
98,177,car,361,285,401,310
98,179,car,961,306,1045,345
98,187,person,942,297,980,356
99,142,car,260,282,312,321
99,146,car,1013,319,1127,358
99,149,car,1136,320,1209,358
99,150,truck,591,291,644,328
99,159,car,319,281,341,293
99,163,truck,320,280,341,294
99,174,car,773,300,866,329
99,177,car,363,284,404,311
99,179,car,963,306,1045,345
99,187,person,945,297,983,357
100,142,car,260,282,311,320
100,146,car,1013,319,1127,358
100,149,car,1136,320,1209,358
100,150,truck,591,291,644,328
100,159,car,318,280,343,294
100,163,truck,315,279,336,294
100,174,car,773,300,866,330
100,177,car,364,284,406,311
100,179,car,960,305,1043,345
100,187,person,945,298,983,358
101,142,car,260,282,311,320
101,146,car,1013,319,1127,358
101,149,car,1136,320,1209,358
101,150,truck,591,291,644,328
101,159,car,318,280,343,295
101,174,car,772,300,867,330
101,179,car,958,305,1041,345
101,187,person,948,298,986,359
101,188,car,591,292,644,328
102,142,car,259,282,312,320
102,146,car,1013,319,1129,358
102,149,car,1136,320,1209,358
102,150,truck,591,291,644,328
102,159,car,318,279,343,295
102,174,car,772,300,868,330
102,179,car,958,305,1041,345
102,187,person,947,298,984,358
102,188,car,591,292,644,328
103,142,car,261,283,312,320
103,146,car,1014,319,1129,358
103,149,car,1136,320,1209,358
103,150,truck,591,291,643,327
103,159,car,318,279,341,293
103,174,car,773,300,866,330
103,187,person,949,298,986,358
103,188,car,591,292,643,327
104,142,car,261,283,312,320
104,146,car,1014,319,1127,358
104,149,car,1136,320,1209,357
104,150,truck,592,291,643,327
104,159,car,318,280,340,293
104,174,car,773,300,865,330
104,188,car,591,292,644,326
104,191,car,379,282,425,322
105,142,car,261,283,312,320
105,146,car,1014,319,1128,358
105,149,car,1136,320,1209,357
105,150,truck,592,291,643,327
105,159,car,318,280,341,293
105,174,car,774,300,865,330
105,188,car,591,292,644,326
105,191,car,381,282,427,322
106,142,car,261,283,312,320
106,146,car,1015,319,1127,358
106,149,car,1136,320,1210,357
106,150,truck,592,291,643,327
106,159,car,317,280,341,293
106,174,car,773,301,865,329
106,177,car,376,286,432,323
106,188,car,591,292,644,327
106,191,car,383,282,430,322
107,142,car,260,283,312,320
107,146,car,1014,319,1128,358
107,149,car,1135,319,1211,358
107,150,truck,591,291,644,327
107,159,car,317,280,342,294
107,174,car,773,300,866,329
107,177,car,377,284,434,322
107,188,car,591,292,644,327
107,193,car,319,285,340,298
108,142,car,261,283,312,320
108,146,car,1015,319,1126,357
108,149,car,1136,319,1211,358
108,150,truck,592,291,643,327
108,159,car,316,279,342,294
108,174,car,773,300,865,329
108,177,car,379,284,438,323
108,187,person,984,298,1022,360
108,188,car,591,292,644,327
108,191,car,394,282,448,328
108,193,car,318,284,340,298
109,142,car,261,283,312,320
109,146,car,1013,319,1128,358
109,149,car,1135,319,1212,358
109,150,truck,592,291,643,327
109,159,car,316,279,341,294
109,174,car,773,300,865,329
109,187,person,987,299,1025,358
109,191,car,397,282,454,329
110,142,car,261,284,312,320
110,146,car,1013,319,1129,358
110,149,car,1135,319,1211,358
110,150,truck,592,291,643,327
110,159,car,316,280,341,294
110,167,car,513,292,540,310
110,174,car,774,300,865,329
110,176,car,301,278,321,291
110,187,person,987,299,1026,358
110,191,car,399,282,458,331
111,142,car,261,284,312,320
111,146,car,1013,318,1129,358
111,149,car,1135,318,1211,358
111,150,truck,591,290,644,327
111,159,car,316,280,339,293
111,167,car,513,292,539,310
111,174,car,773,300,867,329
111,176,car,302,278,321,291
111,187,person,991,298,1031,360
111,191,car,400,281,462,332
112,142,car,261,284,312,320
112,146,car,1014,319,1128,358
112,149,car,1145,319,1218,358
112,150,truck,592,291,643,327
112,159,car,315,280,339,293
112,167,car,513,291,539,310
112,174,car,774,300,866,329
112,176,car,302,278,321,290
112,187,person,993,301,1034,365
112,191,car,400,280,464,333
113,142,car,260,283,312,320
113,146,car,1018,319,1130,359
113,149,car,1150,319,1220,358
113,150,truck,592,291,644,327
113,159,car,315,280,338,293
113,167,car,511,291,540,311
113,174,car,773,300,867,330
113,176,car,303,279,322,290
113,187,person,997,301,1038,365
113,188,car,591,291,645,327
113,191,car,419,280,487,336
113,193,car,316,281,334,292
114,142,car,260,283,313,320
114,146,car,1021,320,1129,358
114,149,car,1145,319,1214,358
114,150,truck,592,291,643,328
114,167,car,510,291,540,311
114,174,car,774,300,865,329
114,176,car,303,279,323,290
114,188,car,591,291,644,328
114,191,car,426,281,498,339
114,193,car,315,280,334,292
115,142,car,260,283,312,320
115,146,car,1022,320,1129,358
115,149,car,1141,319,1210,358
115,150,truck,589,291,640,327
115,167,car,511,290,541,311
115,174,car,773,301,865,329
115,176,car,303,279,322,290
115,188,car,591,291,645,328
115,191,car,429,281,504,341
115,193,car,315,280,334,292
116,142,car,260,283,312,321
116,146,car,1021,320,1129,358
116,149,car,1139,320,1209,358
116,150,truck,591,291,643,327
116,159,car,316,281,334,292
116,167,car,511,290,542,312
116,174,car,773,301,865,329
116,176,car,303,279,322,290
116,188,car,591,291,645,328
116,191,car,432,280,513,345
116,193,car,314,280,334,292
117,142,car,260,283,312,321
117,146,car,1023,320,1128,358
117,149,car,1139,320,1208,357
117,150,truck,591,291,644,327
117,159,car,317,281,334,292
117,167,car,516,291,544,311
117,174,car,773,301,866,329
117,176,car,303,280,322,290
117,188,car,591,290,645,328
117,191,car,436,280,521,347
117,199,car,391,284,414,300
117,200,car,348,281,377,297
118,142,car,260,283,313,321
118,146,car,1023,320,1128,358
118,149,car,1141,319,1211,357
118,150,truck,591,291,644,327
118,159,car,318,282,335,291
118,167,car,516,291,544,311
118,174,car,773,301,866,329
118,176,car,304,280,322,290
118,188,car,588,291,639,326
118,191,car,464,276,564,354
118,199,car,391,284,415,300
118,200,car,349,280,377,296
119,142,car,259,281,314,321
119,149,car,1139,319,1209,357
119,159,car,318,282,335,291
119,174,car,773,301,866,329
119,176,car,305,280,323,290
119,179,car,958,305,1034,341
119,188,car,592,291,644,327
119,191,car,477,276,585,357
119,201,car,380,282,412,301
120,142,car,259,281,314,322
120,149,car,1141,319,1210,357
120,159,car,317,282,335,292
120,174,car,773,301,866,329
120,176,car,305,280,323,290
120,179,car,957,306,1035,341
120,188,car,595,291,646,327
120,191,car,488,274,604,361
120,200,car,345,283,363,294
120,201,car,384,281,416,301
121,142,car,258,281,314,322
121,149,car,1141,319,1210,357
121,159,car,318,283,335,292
121,174,car,772,301,866,330
121,176,car,305,280,323,290
121,179,car,955,305,1036,341
121,188,car,601,291,649,325
121,191,car,498,274,619,363
121,200,car,345,284,362,293
121,201,car,385,281,420,301
122,142,car,258,281,313,322
122,159,car,317,282,336,292
122,174,car,772,300,867,330
122,176,car,304,280,323,291
122,179,car,954,305,1035,341
122,188,car,602,291,650,325
122,191,car,507,275,632,365
122,200,car,345,283,363,293
122,201,car,385,280,421,302
123,142,car,260,282,312,321
123,149,car,1138,319,1211,358
123,159,car,317,282,336,292
123,167,car,510,291,540,311
123,174,car,772,300,867,330
123,176,car,304,280,322,291
123,179,car,954,304,1035,341
123,191,car,514,274,644,367
123,200,car,345,283,362,293
123,201,car,394,282,426,301
124,142,car,260,286,309,321
124,149,car,1140,318,1212,358
124,159,car,318,282,337,292
124,167,car,512,291,539,310
124,176,car,304,280,322,291
124,200,car,345,283,362,292
124,201,car,397,283,427,301
125,142,car,260,284,311,321
125,149,car,1141,318,1212,359
125,159,car,318,282,337,292
125,167,car,512,291,539,310
125,176,car,304,280,322,291
125,200,car,344,283,362,292
125,201,car,396,283,427,301
125,206,car,620,266,872,411
125,207,car,443,287,466,304
125,208,car,469,289,490,304
125,209,car,495,291,517,307
125,210,truck,805,270,1045,372
126,142,car,258,282,312,321
126,149,car,1139,319,1209,359
126,159,car,317,281,338,292
126,167,car,511,291,539,311
126,176,car,303,280,321,291
126,188,car,595,291,643,326
126,200,car,344,283,361,292
126,201,car,399,284,430,301
126,206,car,651,265,917,417
126,207,car,444,287,467,304
126,208,car,469,290,490,305
126,209,car,494,292,517,308
126,210,truck,799,270,1030,368
126,212,car,414,285,444,303
127,142,car,258,282,312,321
127,146,car,1014,318,1129,359
127,149,car,1140,319,1210,359
127,159,car,318,281,338,292
127,167,car,512,292,538,311
127,176,car,303,280,321,291
127,188,car,593,291,645,328
127,199,car,394,283,419,299
127,200,car,343,282,362,293
127,206,car,665,259,962,428
127,207,car,443,287,466,304
127,208,car,469,290,490,305
127,209,car,494,292,517,308
127,212,car,413,285,444,303
128,142,car,259,282,312,321
128,146,car,1013,317,1129,360
128,149,car,1140,319,1210,359
128,159,car,317,281,339,292
128,167,car,512,292,539,311
128,188,car,592,291,644,328
128,199,car,392,283,416,300
128,200,car,343,282,361,293
128,206,car,681,256,992,433
128,207,car,443,287,466,304
128,208,car,469,290,490,305
128,209,car,495,292,517,308
128,212,car,414,284,448,303
